0.28483	0.30034	4.45329	6.97632	4.24859	0.62884	16.89221	0.01613	0.00002
0.28043	0.31510	4.73947	5.31096	4.28766	0.63021	15.56385	0.02174	0.00002
0.32200	0.32247	4.28717	5.28467	4.24992	0.62852	15.09476	0.02315	0.00017
0.30100	0.30927	3.65238	4.65395	4.24232	0.62303	13.78196	0.04848	0.00014
0.26289	0.23389	49.75370	60.61242	3.02459	0.60107	114.48856	0.02083	0.00028
0.31730	0.26331	34.90100	48.31679	3.10973	0.60387	87.51199	0.05085	0.00053
0.26598	0.29170	36.87089	48.91984	3.00842	0.59727	89.95410	0.06918	0.00074
0.30615	0.23555	33.30361	39.29994	3.15560	0.60360	76.90444	0.05405	0.00076
0.27372	0.24402	25.22974	28.80877	3.62769	0.60139	58.78534	0.06667	0.00013
0.27233	0.22047	30.60981	31.16456	3.63522	0.61598	66.51838	0.01471	0.00003
0.28765	0.27976	30.08787	30.42043	3.62023	0.60907	65.30501	0.03876	0.00006
0.26803	0.20796	26.87056	31.42899	3.61801	0.60483	62.99837	0.04878	0.00012
0.28410	0.26667	2.10493	2.09137	3.13792	0.58978	8.47476	0.30047	0.01033
0.29267	0.25558	2.12454	2.16127	3.14248	0.59471	8.57126	0.26667	0.00768
0.23813	0.19299	2.60417	2.33505	3.06908	0.58742	9.02683	0.26950	0.00611
0.27018	0.20812	1.95184	1.96188	3.12156	0.58591	8.09948	0.34959	0.00628
0.19293	0.23189	1.02650	1.67919	2.91513	0.59348	6.63911	0.40625	0.01058
0.21811	0.22724	0.78641	1.68111	2.87785	0.58421	6.37493	0.56863	0.01194
0.28626	0.25490	1.57249	2.04205	2.86619	0.59519	7.61707	0.33333	0.00554
0.31400	0.24257	1.61124	1.94726	2.93884	0.60282	7.65672	0.30688	0.00705
0.27658	0.27120	1.57621	1.67605	2.65356	0.58715	7.04074	0.34091	0.00589
0.25241	0.26209	1.50933	1.54084	2.76669	0.58491	6.91627	0.32804	0.00757
0.26937	0.22659	1.56780	1.38450	2.72342	0.58596	6.75764	0.37566	0.01044
0.24353	0.28222	2.02089	1.67237	2.75901	0.59435	7.57236	0.29279	0.00854
0.26390	0.27329	1.43727	1.15360	2.56605	0.57388	6.26798	0.47368	0.01082
0.23315	0.28388	1.26196	1.47542	2.60048	0.59151	6.44640	0.29630	0.00608
0.26381	0.24680	1.13888	1.17020	2.62820	0.57945	6.02734	0.37121	0.00680
0.27479	0.24503	1.72639	1.42748	2.63460	0.58160	6.88989	0.44231	0.00791
0.25400	0.23863	0.92938	1.13255	2.55004	0.55988	5.66447	0.61364	0.01207
0.27358	0.25981	1.10772	1.18071	2.51675	0.55812	5.89668	0.50273	0.01272
0.23764	0.23821	1.12800	1.34598	2.49699	0.55744	6.00426	0.58046	0.01265
0.28496	0.23893	1.62674	1.20886	2.52029	0.57262	6.45239	0.40476	0.00557
0.24930	0.19306	1.07094	0.78208	2.37729	0.54455	5.21722	0.63248	0.02393
0.25342	0.23303	1.65973	0.91555	2.48528	0.55925	6.10625	0.50694	0.01161
0.26636	0.23635	0.92570	0.85610	2.47490	0.55667	5.31607	0.46032	0.00983
0.29552	0.20182	0.92752	0.91284	2.37753	0.56130	5.27653	0.43860	0.00799
0.22120	0.20766	1.48435	0.91327	2.37916	0.54993	5.75557	0.50704	0.01705
0.23554	0.19419	0.91696	0.40875	2.25618	0.53124	4.54285	0.60526	0.01135
0.24591	0.25385	1.47692	0.75103	2.36838	0.53842	5.63452	0.53431	0.01577
0.24098	0.21849	0.92957	0.94303	2.23793	0.53421	5.10421	0.56028	0.01419
0.27395	0.24407	1.26560	0.96396	2.26201	0.50962	5.51922	0.59804	0.01069
0.18687	0.25856	0.92509	0.65940	2.19648	0.51534	4.74175	0.56725	0.01740
0.26717	0.23345	0.91435	0.85069	2.21621	0.51874	5.00062	0.53005	0.01602
0.20142	0.24992	1.21359	0.70285	2.21185	0.51507	5.09469	0.56522	0.01344
0.22866	0.25295	0.88811	0.71985	2.18429	0.51287	4.78673	0.59903	0.01980
0.28642	0.22035	0.99730	0.60218	2.11629	0.52101	4.74355	0.53153	0.01041
0.27075	0.27261	0.77069	1.02654	2.24611	0.53305	5.11975	0.48000	0.01325
0.22936	0.20230	0.95303	0.80832	2.11423	0.51489	4.82214	0.57778	0.02171
0.22519	0.20079	0.99042	0.51359	2.09130	0.52487	4.54616	0.59167	0.01362
0.25202	0.20841	1.21516	0.50090	2.06365	0.50303	4.74318	0.50355	0.01374
0.21861	0.22689	1.15411	0.98846	2.16829	0.52577	5.28213	0.41497	0.00963
0.25773	0.23916	1.38513	0.75217	2.21146	0.51557	5.36121	0.51351	0.00936
0.28469	0.24778	0.81567	0.58945	2.07234	0.52379	4.53372	0.49206	0.01665
0.26918	0.23513	0.81582	0.50950	2.02946	0.51399	4.37310	0.51064	0.01255
0.25551	0.25653	0.93594	0.69582	2.12225	0.52303	4.78906	0.49242	0.01208
0.21511	0.19745	0.63235	0.75928	2.09812	0.51415	4.41647	0.55128	0.01666
0.25542	0.22527	1.14793	0.64803	1.96600	0.50373	4.74639	0.51149	0.01589
0.25064	0.23138	0.89844	0.45270	1.97452	0.49395	4.30163	0.55556	0.01996
0.26833	0.21787	0.60359	0.40903	1.93822	0.46939	3.90643	0.67391	0.01630
0.24886	0.25836	0.71102	0.42132	2.03369	0.51403	4.18729	0.52239	0.01710
0.24058	0.22450	0.78478	0.65791	1.95798	0.48877	4.35452	0.64539	0.01687
0.23876	0.21757	1.05153	0.59351	1.93918	0.47911	4.51965	0.60000	0.02577
0.27690	0.23458	1.25435	0.52050	1.87739	0.45521	4.61892	0.67442	0.01623
0.24936	0.22082	0.67960	0.56104	1.94460	0.49372	4.14915	0.56190	0.02155
0.28340	0.20081	0.71539	0.61509	1.83782	0.47531	4.12782	0.65909	0.01621
0.26420	0.19959	0.82185	0.64329	1.88959	0.46926	4.28778	0.64583	0.01960
0.24635	0.21531	0.56533	0.51835	1.88002	0.47589	3.90124	0.65608	0.02353
0.25712	0.21770	0.76455	0.61086	1.94371	0.47764	4.27157	0.63235	0.02486
0.23510	0.25084	0.58882	0.37219	1.90093	0.50659	3.85447	0.53086	0.01587
0.21910	0.19265	0.46453	0.56896	1.76781	0.44793	3.66098	0.71154	0.02452
0.24770	0.20140	0.79769	0.59474	1.80605	0.46736	4.11495	0.58730	0.01703
